,Unnamed: 0,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score,Amount_invested_monthly
34181,11090,30,4,12025.045,1263.087083333333,5,4,17,4,1567,17,16.0,7.8900000000000015,4.0,2,843.67,25.191406720836053,14,1,27.775905356853585,5,345.59528186722616,2,42.937521109253545
34190,91817,48,14,32228.67,2917.7225,7,6,8,4,3,25,7.0,12.0,4.0,2,940.36,29.3807188903776,26,1,78.08574679084896,1,399.3437539455307,2,64.34274926362036
34195,76353,44,7,31672.76,2854.396666666666,5,4,10,2,1434,19,19.0,9.12,4.0,2,1151.35,35.169716758090466,9,1,33.477996313088234,0,436.56869939650034,2,55.392970957078134
34199,35382,43,12,104118.69,8853.5575,5,7,5,3,1026,17,12.0,14.65,9.0,2,555.27,34.911430247980874,14,1,163.64459709895598,1,644.7903111571403,2,326.92084174390374
34208,33973,36,9,18426.245,1792.5204166666665,5,4,14,5,331,18,14.0,9.7,5.0,2,223.38,34.17173423655718,2,1,65.23996617222176,1,322.8978352219813,2,41.11424027246357
34217,10120,36,8,12332.855,866.7379166666667,7,7,9,4,2018,14,15.0,13.92,4.0,2,1169.76,28.20682530532651,7,1,20.650802396018697,5,291.97803656761766,2,64.04495270303033
34223,88520,23,10,45253.14,3559.095,8,7,32,6,34,33,15.0,22.98,6.0,0,3970.04,31.585255938217248,28,1,184.2113125143648,1,359.56867826072573,2,62.129509224909505
34228,81355,21,3,76650.12,6558.509999999998,8,7,8,4,150,27,10.0,13.37,5.0,2,1636.01,37.53309142528144,10,1,129.620923481767,1,693.6464715834227,1,82.58360493481024
34230,63948,39,14,56089.95,4875.1625,9,5,15,7,1499,52,19.0,4.31,9.0,0,2561.61,31.43578668055745,30,0,276.53529627230307,2,273.4127276435084,1,197.5682260841886
34231,18446,32,11,15361.995,1414.16625,8,6,10,5,379,11,20.0,13.35,11.0,3,440.92,35.87778676872819,2,1,51.74325540998792,4,224.3867715535883,2,145.28659803642375
34238,45765,29,15,20024.17,1544.680833333333,4,5,10,4,942,17,15.0,13.93,12.0,3,698.93,31.6781601831072,32,1,35.9034697117672,1,310.75215845617697,2,57.81245516538909
34249,14872,22,14,16674.26,1104.5216666666663,6,6,6,4,1699,5,20.0,9.11,8.0,2,2187.49,30.987458992638487,9,1,29.62010595462748,6,322.9278931840027,1,47.904167528036496
34255,83254,31,3,126353.04,10635.42,4,7,19,2,476,10,11.0,9.43,3.0,2,859.77,30.87553355050184,25,0,167.04391024040052,2,859.6709065835355,2,296.8271831760642
34270,65102,31,4,36104.82,3294.735,6,6,16,5,1775,13,17.0,13.84,9.0,3,2219.17,34.34992796804061,6,1,103.04479580072363,0,429.5906908732366,1,36.83801332603981
34279,60252,42,8,34666.02,2946.835,8,6,25,4,1608,23,18.0,6.06,8.0,3,1353.07,33.44855067693062,2,1,70.95007660242807,5,301.6084818647231,1,212.12494153284882
34282,19563,22,2,38477.4,3374.4500000000007,9,8,22,3,446,22,17.0,9.21,12.0,0,2343.6,33.30075208211317,34,1,89.536642689603,1,399.45162337988654,1,98.45673393051048
34288,72769,36,9,103221.21,8699.7675,5,5,7,2,949,32,17.0,8.51,3.0,2,1256.48,27.598074638846857,19,1,136.70955295961318,5,587.3353385219888,2,435.93185851839803
34301,10674,28,9,28910.45,2414.204166666667,7,4,13,4,380,15,7.0,9.39,6.0,3,292.98,24.8025384653547,34,1,95.02278218449598,1,345.85218563706877,2,50.545448845101916
34306,21504,47,6,41832.64,3713.053333333333,7,7,10,3,1190,17,20.0,12.22,3.0,2,759.6,32.80743993757772,18,1,62.74167941380529,0,476.4690997800561,2,72.09455413947197
34326,42677,37,15,18618.23,1654.519166666667,5,5,16,4,350,10,12.0,8.88,7.0,2,2574.41,27.310952782750693,10,1,55.72718523038452,5,271.1699879586105,1,128.55474347767168
34331,55655,37,9,93890.61,7717.2175,7,6,5,4,1791,11,12.0,7.06,10.0,2,877.12,33.70057822440362,34,1,233.5846628617247,1,619.783072678687,2,168.35401445958834
34332,19539,22,5,91459.48,7591.623333333332,8,6,20,4,1298,30,17.0,11.79,3.0,2,1323.08,36.411245694403256,22,0,168.56311826368997,2,434.32035649485977,2,416.2788585747836
34333,17186,18,4,25631.48,2058.9566666666665,3,4,12,3,1401,16,15.0,9.74,8.0,3,203.18,38.78009962990245,33,1,55.674999684705,6,316.8613370884502,2,93.3593298935115
34334,62237,32,15,14828.19,1413.6345911832589,5,5,17,5,450,31,17.0,19.21,8.0,3,2646.26,33.455175543122685,5,1,86.73101694608782,5,282.93977360311453,1,93.64536826753871
34337,61262,35,6,18630.47,1549.539166666667,9,6,32,3,976,52,16.0,5.42,9.0,0,2315.02,34.588348523501026,5,1,25.62558597671558,4,331.2692746210965,1,78.05905606885463
34340,9299,22,14,35952.45,3174.0375,3,6,16,2,1683,6,13.0,18.36,12.0,3,517.01,31.106438870799263,8,1,59.040751660855726,2,343.78565489919714,2,174.5773434399472
34347,24507,28,8,76092.27,6055.0225,4,6,12,6,2109,7,8.0,14.25,8.0,2,1266.19,36.38018635853541,34,1,208.99678103164783,2,524.7450665212464,2,131.76040244710572
34364,84735,28,15,14293.345,897.1120833333333,8,5,10,5,36,16,10.0,19.34,4.0,3,310.51,29.39927074495716,31,1,59.42466288057615,6,234.5127033465433,2,65.77384210621389
34370,22397,44,3,41678.65,3672.220833333333,2,5,7,4,242,8,3.0,5.31,3.0,1,1209.49,37.54739245178583,14,0,76.0582711669853,5,435.0636180428778,2,146.10019412347015
34374,35514,28,12,44219.46,3855.955,6,7,12,7,1091,25,9.0,18.21,7.0,2,1685.8,25.345607382809824,31,0,206.32103892874747,0,334.45670824908296,2,84.81775282216951
34376,65542,23,0,36243.05,3235.254166666667,4,5,14,3,819,20,13.0,1.1999999999999993,5.0,3,1009.33,29.2510696694028,34,1,73.89110879347028,4,423.03469974550075,2,106.59960812769579
34377,73364,34,9,61614.58,5325.548333333333,5,5,10,2,1685,19,16.0,21.41,4.0,2,1047.98,35.07427618019574,11,0,85.8860471624414,1,630.1962005168783,2,66.47258565401347
34386,23739,22,11,60460.92,4855.41,4,6,16,1,1440,16,9.0,9.3,8.0,2,1040.47,39.80871418371679,6,1,40.27501432269317,1,618.77107480382,2,76.49491087348682
34389,59123,24,3,17366.08,1365.1733333333334,6,6,14,1,233,28,12.0,15.53,4.0,2,133.38,26.654571834471568,11,1,12.974549316766886,3,320.2833652066034,2,73.25941880996308
34392,23333,52,8,22179.64,1938.303333333333,8,6,12,3,1279,20,19.0,2.09,3.0,1,172.29,34.82613003339832,26,0,47.43011453521242,2,316.5308337132878,0,89.86938508483307
34397,84465,43,15,15928.75,1301.3958333333333,9,9,24,4,195,23,22.0,8.26,12.0,3,2240.56,27.35738167752532,4,1,31.846678576235515,6,269.5177110333873,1,88.77519372371056
34398,41841,35,5,128423.36,10636.946666666669,6,4,12,5,758,11,10.0,17.32,6.0,2,527.06,27.20488337079921,34,1,339.1128757118708,3,316.88997596273566,2,677.6918149920602
34399,33113,21,3,100681.41,8608.1175,5,4,8,2,232,22,10.0,8.0,2.0,2,476.37,30.75889083460332,17,1,145.9967510964617,4,660.0825874508586,2,334.73241145267986
34404,46936,29,3,78809.88,6341.490000000002,8,4,6,3,1648,17,10.0,7.57,7.0,3,203.21,32.388434507111285,13,1,172.1503241171101,5,249.61284437846038,2,502.38583150442963
34414,58929,20,4,19562.27,1877.1891666666668,8,6,20,5,988,18,9.0,10.3,9.0,2,1517.03,35.33496895865475,11,1,69.70056199812504,3,329.88520583783543,1,58.133148830706254
34417,14218,45,3,42237.36,3725.78,5,7,4,4,918,8,11.0,6.0,3.0,1,1170.65,35.958201216729506,18,0,98.45588688009369,0,450.5505692940917,2,63.57154382581468
34422,78804,23,12,70851.84,5947.32,8,6,11,2,951,5,11.0,13.86,9.0,2,972.89,31.125212777866697,27,0,97.02789989416551,3,222.37912363001053,2,545.3249764758239
34441,30846,33,9,33492.57,2348.29718939893,7,4,20,2,476,24,12.0,9.55,10.0,2,1360.32,31.83572515173991,31,0,396.71416925652136,4,281.81299959115836,2,214.42789175339038
34464,30696,20,5,23917.38,1724.115,7,4,6,3,1751,18,17.0,9.98,2.0,2,888.53,36.07830640832154,22,0,35.50828907001855,1,353.4286718536644,2,33.47453907631711
34491,66088,49,11,83923.24,6723.6033333333335,4,4,9,3,713,9,19.0,2.54,3.0,1,1236.73,25.03809852076497,34,0,139.34039244047392,3,330.46383929440583,0,472.55610159845367
34496,5740,27,11,38491.94,3098.661666666667,5,7,18,4,784,15,9.0,7.31,4.0,2,1659.15,30.53031153267816,5,1,82.01131524048988,5,179.7433420962414,1,338.11150932993536
34497,72836,32,2,69073.65,5761.1375,6,7,7,6,1088,22,13.0,16.31,10.0,2,509.41,38.303555640759775,3,0,273.5384974112144,1,467.53582672208313,2,85.03942586670252
34508,10093,24,7,29404.31,2359.3591666666666,6,7,9,1,233,22,20.0,7.35,4.0,1,1288.52,27.047728805266303,16,0,22.42331614603441,3,271.2109999743188,0,212.30160054631352
34510,43931,40,10,15723.515,1173.2929166666663,6,7,8,2,954,33,19.0,17.98,12.0,2,700.2,37.550375438935696,15,0,20.89883028417313,5,290.91289952145235,2,95.51756186104114
34512,8470,42,14,47899.86,3852.655,3,5,23,4,843,13,12.0,19.59,11.0,3,2359.68,24.26721611564464,4,1,137.97591889523923,1,339.90095471579605,1,157.38862638896478
34526,30308,43,2,17638.12,1389.843333333333,4,5,31,7,97,10,8.0,18.06,11.0,2,2120.32,36.60678963425354,7,1,60.68297019260042,5,205.77745716227852,1,162.5239059784544
34534,93964,21,9,59579.37,4555.058786635427,7,5,19,6,2035,18,15.0,2.34,11.0,0,2558.58,27.74797805091153,5,1,377.900557580334,4,188.26788695268812,2,363.91501883155115
34535,75762,28,1,87232.86,7118.405,4,4,20,3,1079,29,9.0,12.84,4.0,2,1169.61,37.759776445266056,20,1,177.52915868950382,4,551.1592903258183,2,263.1520509846778
34539,14363,41,0,21384.94,1646.0783333333331,4,4,15,2,474,22,15.0,14.37,5.0,2,691.53,34.78704594234911,19,1,22.09562499959782,3,355.9276246247306,2,56.58458370900489
34546,88909,21,11,64536.99000000001,5639.0825,6,5,15,4,10,16,17.0,4.72,6.0,2,1441.12,27.72271841532321,19,0,210.01601580776463,1,419.64829250560723,2,184.2439416866283
34547,47175,44,15,19337.16,1463.43,5,4,17,1,0,7,19.0,5.9,5.0,2,449.37,27.542463013308392,11,1,14.608879747473724,5,263.60319915736454,2,158.13092109516174
34550,39484,18,2,42803.10000000001,3628.925000000001,5,7,22,4,1746,30,18.0,18.93,11.0,2,2394.23,28.762225245363847,9,1,73.78777939196063,2,465.2443528660141,1,83.86036774202545
34557,5277,38,4,18721.3,1684.1083333333331,4,5,28,3,1880,18,11.0,4.26,5.0,2,2646.59,27.97081283971091,32,1,46.593545904518784,4,290.6806510499946,2,111.1366363788199
34564,59867,43,2,17535.57,1628.2975,4,6,29,2,2150,29,15.0,9.55,8.0,3,2476.35,36.7758061095603,6,1,28.6788368308862,5,313.5391933765532,1,110.61171979256069
34566,29639,29,9,37577.82,2984.485,8,5,24,7,1366,20,16.0,3.56,12.0,0,1518.65,32.26242949265564,30,1,198.0002782721347,2,179.05082312025436,2,181.39739860761097
34577,23995,48,8,12593.765,1085.4804166666663,3,5,5,1,1440,5,12.0,11.43,2.0,2,1211.15,27.010206507789626,34,1,6.786378095285817,4,340.78543379547955,2,40.976229775901324
34643,31451,43,0,61804.34,5228.361666666667,4,7,12,3,1998,7,12.0,10.39,5.0,1,179.87,28.540538048851182,7,0,147.0159494621879,2,275.45367951442984,2,360.366537690049
34653,20535,29,14,27403.02,2054.585,5,6,5,4,429,18,8.0,7.25,2.0,2,1060.13,30.96166969012329,22,0,75.22435917130426,1,296.4426465893711,0,83.79149423932459
34654,94646,18,14,35806.51,3079.875833333333,4,5,5,3,168,22,14.0,12.28,10.0,2,545.13,26.43874678832455,17,1,55.666790323370726,5,355.99832048223215,1,186.32247252773053
34656,88875,18,0,13990.925,1309.9104166666666,8,6,18,6,64,7,8.0,18.31,6.0,3,1313.3,27.893838386409165,11,1,50.09175625321136,5,202.05417241760816,2,168.84511299584713
34660,90091,43,13,46407.58,3832.2983333333336,5,4,17,2,950,11,18.0,14.6,8.0,3,952.39,36.479571082389214,13,1,75.30936407917284,6,399.876471092391,2,158.04399816176954
34665,56349,22,5,81334.68,6766.889999999999,9,9,32,2,229,37,23.0,13.62,11.0,0,1731.47,34.83775319440345,5,1,99.27963920315702,1,595.7019964247074,1,231.70736437213554
34666,65771,19,9,15678.385,1447.532083333333,5,4,3,3,470,11,6.0,7.54,4.0,1,1181.75,34.80536821103225,9,0,29.7026536342165,5,314.3374555046081,0,90.7130991945087
34670,17833,38,4,33022.7,3020.8916666666664,6,6,18,2,2158,32,22.0,7.26,7.0,0,2432.08,29.306849807500683,30,1,39.65054684023061,2,405.5703445949068,1,116.86827523152908
34674,7510,19,4,35322.24,2805.52,5,5,6,3,255,11,3.0,10.51,2.0,1,907.76,26.35641781024561,24,0,61.72578801827049,5,219.66321555788474,2,289.1629964238448
34679,29955,51,3,42153.13,3377.7608333333333,5,4,10,3,1601,5,11.0,4.81,4.0,1,1027.64,37.69681466199828,21,0,79.29961145958775,5,253.0545937241229,2,295.42187814962267
34682,85148,29,10,31276.27,2540.355833333333,7,4,14,1,233,6,10.0,7.68,1.0,2,1275.06,39.899109199094944,17,1,16.327466291720913,1,381.46528737066484,2,106.24282967094769
34695,28071,28,15,20734.16,1984.8466666666664,7,5,19,1,1690,25,13.0,10.51,5.0,2,1344.19,39.92338454511428,16,1,12.653109467827043,4,360.94731264919403,1,104.88424454964563
34701,30872,28,9,122069.01,10115.4175,4,5,6,4,240,7,8.0,5.71,4.0,1,883.42,35.78536357418899,24,0,276.6254904405113,5,586.4991423360087,0,438.41711722348
34712,48541,25,2,26921.13,2150.4275,5,7,17,4,325,23,20.0,8.01,4.0,3,124.1,34.34573602460068,15,0,72.52834994093466,3,230.42967045390162,2,182.08472960516372
34718,80049,23,3,90794.28,7737.19,5,4,5,3,2043,23,16.0,5.34,8.0,3,622.21,38.26674254709738,34,1,166.9189820470942,2,519.9189696753095,2,346.8810482775963
34735,10555,35,15,33177.95,2891.8291666666664,5,4,17,4,2004,21,21.0,8.12,5.0,3,261.12,30.33657209013532,34,0,61.09941254210259,1,372.3012886021074,0,105.78221552245665
34753,20306,41,10,28832.98,2628.748333333333,7,7,7,3,1022,17,8.0,12.14,8.0,2,2576.04,24.507239810059605,7,1,53.28671122851152,3,339.74632238527283,1,139.84179971954902
34756,58680,33,13,93704.19,7905.6825,3,4,20,2,1194,26,16.0,19.21,1.0,2,1194.35,30.431539186826267,21,1,88.93927103264716,0,841.3392684569635,2,100.28971051038934
34770,5519,50,11,18268.61,1317.3841666666667,3,4,6,4,59,24,14.0,11.05,6.0,2,393.05,31.81597585700432,18,1,42.07877620917242,3,308.80173877238695,2,50.857901685107315
34771,46775,25,11,17641.46,1703.121666666667,8,5,5,2,477,30,12.0,11.63,4.0,2,322.43,31.44375614377316,30,1,15.357276593488557,5,289.68254092019754,2,155.27234915298058
34784,44178,31,6,32599.32,2445.61,3,6,7,1,0,16,6.0,6.61,1.0,1,1331.03,34.89280084428979,25,0,27.1327873082342,5,372.2757131614562,2,135.1524995303096
34795,57666,26,0,94031.7,8115.975000000001,8,4,13,2,1909,15,17.0,8.17,5.0,2,147.52,38.81081557220393,17,0,120.45505963035392,3,521.174590670566,2,439.96784969908026
34796,63718,41,7,15363.115,1400.2595833333332,3,5,9,7,1978,28,17.0,16.560000000000002,5.0,2,1364.4,28.740858691666627,8,1,69.68884774327739,5,195.7873285126512,2,164.54978207740476
34830,42631,33,5,73417.48,6001.123333333332,7,4,20,4,50,30,19.0,14.53,5.0,2,2402.05,29.14792309020114,3,1,163.71305645623784,0,575.3209704127573,2,101.07830646433807
34831,88449,32,6,32967.94,2996.328333333333,8,4,18,1,1690,21,18.0,15.42,4.0,2,197.92,38.70822015658708,11,1,24.834804466296465,1,462.85053923073866,2,61.947489636298116
34846,33068,28,6,60177.04,5093.753333333333,7,6,11,3,1854,10,19.0,17.55,3.0,2,765.97,30.389601705374428,13,1,142.75070762898002,1,494.62837534918543,2,121.99625035516786
34853,18404,42,7,65804.68,5639.723333333332,8,4,5,4,2021,22,16.0,15.69,1.0,2,1068.77,26.09002401502655,25,1,181.6034831916116,3,314.4266970305876,2,337.94215311113413
34883,13016,45,3,30587.68,2759.973333333333,6,7,15,6,780,9,20.0,13.77,4.0,2,1005.5,33.91021657241519,34,1,108.11916371343357,2,301.8756184797848,2,126.00255114011502
34912,49652,39,13,41771.88,3337.99,3,6,22,2,1682,20,12.0,7.94,7.0,2,2236.0,29.14559739866842,4,1,58.64897434147301,0,465.84745678037416,1,49.30256887815285
34915,27207,25,8,73134.06,5913.505,5,4,12,4,1355,23,10.0,4.63,4.0,2,382.91,28.39894513209736,27,0,156.92095636386563,0,549.8364258685284,2,124.59311776760599
34923,14257,33,14,80143.74,6438.645,6,5,17,3,72,29,18.0,6.52,3.0,2,1129.59,33.28704872635249,25,0,116.29066619646198,3,629.3306250706287,2,168.2432087329095
34933,9408,19,8,46640.82,3824.735,3,4,13,3,871,5,18.0,11.81,2.0,2,816.11,38.180678057644855,22,0,75.53576696978119,1,507.00921693626816,2,49.928516093950755
34941,80677,38,9,44983.95,3958.6625,9,9,26,7,1034,19,15.0,2.22,11.0,3,2998.57,35.757659024266246,2,1,154.7434287772285,0,383.7331660529386,1,97.38965516983286
34945,82675,49,4,84114.6,6873.55,8,7,16,3,1880,26,20.0,1.99,3.0,2,779.09,32.95891976279256,8,1,156.53144197503752,0,661.4798620256253,2,109.34369599933737
34959,17893,22,2,23520.69,1746.0575,7,7,6,7,207,27,13.0,8.21,6.0,3,1235.31,25.683717829676542,2,1,85.3745913430977,3,262.3546175509545,2,96.87654110594778
34995,9786,23,3,46850.7,3837.225,5,4,20,5,2094,14,15.0,7.23,5.0,2,1676.93,31.402992807901374,7,1,194.8209167843006,4,265.7367178416288,2,203.1648653740706
34997,7879,35,5,20516.18,1766.6816666666666,5,7,17,4,1485,8,14.0,8.76,1.0,2,232.52,31.83718331684272,10,0,56.37071107419772,6,305.8442626507135,0,64.45319294175546
35001,62514,34,11,36379.24,2838.603333333333,8,8,15,3,922,5,9.0,12.65,9.0,2,2152.42,36.32511526103021,11,1,81.03830215382823,2,294.2287557689477,2,168.5932754105574
35020,14386,26,10,59458.29,4692.8575,8,5,13,1,1690,27,20.0,6.62,1.0,2,1114.52,36.21857483396085,11,1,26.333036642979444,1,595.7907886332632,2,97.16192472375731
35026,93809,42,1,73683.69,5952.3075,8,7,9,3,1645,15,10.0,8.35,5.0,2,520.26,25.759999519355787,26,0,152.8717619910563,6,590.0764369862293,2,102.2825510227146
35031,75967,32,2,107449.74,9022.145,7,5,8,4,1976,19,20.0,17.03,10.0,3,1218.49,26.889125269474057,22,1,358.04056521880653,0,676.5394998877795,2,107.6344348934141
35048,24094,32,11,113666.08,9637.173333333334,8,7,8,4,1787,13,18.0,18.45,9.0,3,883.26,36.77104444249734,13,0,353.5609363816932,6,602.9603657204042,2,247.19603123123628
35052,40143,43,7,12931.56,1348.63,4,4,9,3,1277,18,20.0,18.51,3.0,2,752.86,27.70974959154035,14,1,20.579154708485927,5,298.7172327569344,1,105.56661253457969
35060,56201,38,9,17015.66,1332.9716666666666,6,7,28,7,1980,26,18.0,11.41,7.0,3,1987.47,27.92134829383632,7,1,81.80577883332059,4,254.35970243551301,1,77.13168539783304
35073,77320,19,0,70674.6,5665.55,7,6,28,6,277,8,21.0,12.67,6.0,2,2102.97,31.04537115203867,9,1,204.2296587214828,2,504.9202279388344,1,117.40511333968293
35081,11351,35,11,62636.06999999999,5099.6725,5,6,19,3,1495,28,18.0,17.52,3.0,3,1050.84,31.00386072750155,21,0,98.02987292123558,0,587.680889007175,2,64.25648807158933
35082,46311,30,0,42900.21,3480.0175,8,5,17,4,1845,18,13.0,10.47,6.0,2,2696.09,37.32940036076671,2,1,111.20931082610218,1,422.6255233613581,1,64.16691581253976
35087,83220,17,3,36533.3,3307.441666666667,4,5,18,1,1911,11,13.0,17.14,7.0,2,499.85,35.09682180536045,11,1,22.015359995412744,6,234.48858851368666,0,364.2402181575673
35091,11645,43,15,16069.44,1311.12,3,4,20,2,226,28,8.0,16.57,9.0,3,2550.25,30.573536331361176,10,1,21.9322075409998,5,266.4256706865716,1,132.75412177242862
35097,41445,24,15,33518.12,2879.1766666666667,6,9,23,7,1283,43,14.0,10.18,10.0,2,1743.43,37.8365854846549,10,1,165.6446173452858,1,299.7417545134903,1,72.53129480789055
35120,62350,18,14,44143.08,3912.59,6,7,19,1,1440,28,17.0,15.66,6.0,3,547.3,29.93486934124884,9,1,29.10560448639325,5,370.6955566199924,1,281.4578388936144
35122,27475,22,2,28405.61,2645.1341666666667,7,7,6,3,1941,30,17.0,8.42,4.0,2,582.97,27.978037591247773,16,0,56.95897502725664,2,361.2584318848005,2,106.29600975460949
35130,55877,28,5,87416.52,7037.71,2,7,6,3,1752,5,4.0,6.67,3.0,1,814.52,29.239668090072,10,0,151.85679759335918,1,579.2496731370203,2,222.66452926962063
35131,73737,34,6,57047.52,4526.96,4,5,8,3,1164,26,15.0,8.24,4.0,2,2201.14,38.21209225841704,8,0,129.16175806802983,1,451.3001282050369,2,122.23411372693323
35153,26110,34,4,26625.58,2161.7983333333336,6,6,9,6,1342,7,8.0,18.59,4.0,2,1317.79,29.69955141452009,2,1,122.6345201446478,4,182.78305152088126,0,190.7622616678043
35154,51654,22,14,19243.9,1442.6583333333335,6,5,19,4,2090,15,14.0,7.88,6.0,2,1889.31,35.07958077146103,30,1,62.02620965406347,5,259.3142443273432,1,112.92537935192671
35174,59198,22,3,95529.28,8151.773333333333,8,6,12,6,612,9,22.0,22.4,5.0,2,283.39,39.72201326451072,8,1,330.85710980663475,0,635.6774627905104,2,88.64276073618834
35175,14556,23,10,102383.19,8539.9325,6,5,17,4,1154,29,18.0,9.49,10.0,2,1407.61,36.8872498261388,17,1,180.09918457166768,4,464.6472938580343,2,489.24677157029816
35179,88778,33,1,16408.77,1644.3975,4,6,23,3,507,22,13.0,14.11,9.0,2,1756.68,29.6816964751988,8,1,37.97203587135861,3,282.57029612120965,1,113.89741800743171
35187,60710,42,15,82928.04000000001,7117.670000000001,7,4,16,3,713,23,11.0,13.97,4.0,2,601.78,33.190582892640826,8,1,121.54701347320956,0,700.3476549497574,2,129.87233157703324
35195,35516,29,12,44219.46,3855.955,6,7,12,7,1091,25,9.0,18.21,7.0,2,1685.8,27.431177391748705,31,1,206.32103892874747,5,192.16426382468148,1,277.11019724657103
35201,58568,28,10,14089.595,1350.1329166666667,4,7,12,2,723,13,18.0,9.68,6.0,2,586.69,35.28592282291733,2,1,13.369253820088865,5,277.23786058548757,2,134.40617726109016
35204,22864,43,4,74092.04,6029.336666666666,7,9,15,3,372,36,16.0,2.94,10.0,0,1531.49,36.56735240090501,5,1,105.64599501025876,0,635.3320005206947,1,101.9556711357134
35226,5204,32,15,58637.34,4799.445,4,6,10,3,1708,9,17.0,12.56,5.0,3,208.8,27.56200552392508,24,1,139.8850133927109,1,494.86942755543447,2,95.19005905185455
35231,11849,41,12,60182.7,4800.225,6,7,5,7,2110,30,9.0,17.86,5.0,2,1742.58,34.919247987234485,10,1,265.40055225667334,1,335.9923796205949,2,128.62956812273183
35235,74357,40,1,36311.46,2747.955,8,5,12,4,1452,22,10.0,17.75,8.0,2,1788.43,25.07011214498853,13,1,68.1282101098302,1,420.5155139701453,2,36.15177592002451
35239,14937,39,2,36791.9,2772.991666666667,6,7,20,3,573,26,19.0,1.6,3.0,2,145.6,31.47369919027055,16,0,57.30150931559734,4,236.0258643558191,2,263.97179299525027
35252,34466,36,0,43287.28,3839.273333333333,7,6,13,4,1771,30,8.0,14.15,2.0,2,1393.19,28.778038948838528,24,1,111.3621464675242,4,399.0298131796476,2,153.5353736861615
35262,19567,22,2,38477.4,3374.4500000000007,9,8,22,3,446,18,15.0,9.21,12.0,3,2343.6,30.206448006875444,4,1,89.536642689603,2,387.2689319197153,2,120.63942539068165
